usgs_ls8c_level2_2,164,052,2013,03,22,usgs_ls8c_level2_2-0-20190912_164052_2013-03-22.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,04,25,usgs_ls8c_level2_2-0-20190912_164052_2013-04-25.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,05,11,usgs_ls8c_level2_2-0-20190912_164052_2013-05-11.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,05,27,usgs_ls8c_level2_2-0-20190912_164052_2013-05-27.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,06,12,usgs_ls8c_level2_2-0-20190912_164052_2013-06-12.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,06,28,usgs_ls8c_level2_2-0-20190912_164052_2013-06-28.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,07,14,usgs_ls8c_level2_2-0-20190912_164052_2013-07-14.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,07,30,usgs_ls8c_level2_2-0-20190912_164052_2013-07-30.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,08,31,usgs_ls8c_level2_2-0-20190912_164052_2013-08-31.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,11,03,usgs_ls8c_level2_2-0-20190912_164052_2013-11-03.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,11,19,usgs_ls8c_level2_2-0-20190912_164052_2013-11-19.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,12,05,usgs_ls8c_level2_2-0-20190912_164052_2013-12-05.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2013,12,21,usgs_ls8c_level2_2-0-20190912_164052_2013-12-21.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,01,06,usgs_ls8c_level2_2-0-20190912_164052_2014-01-06.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,01,22,usgs_ls8c_level2_2-0-20190912_164052_2014-01-22.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,02,07,usgs_ls8c_level2_2-0-20190912_164052_2014-02-07.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,02,23,usgs_ls8c_level2_2-0-20190912_164052_2014-02-23.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,03,11,usgs_ls8c_level2_2-0-20190912_164052_2014-03-11.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,03,27,usgs_ls8c_level2_2-0-20190912_164052_2014-03-27.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,04,12,usgs_ls8c_level2_2-0-20190912_164052_2014-04-12.odc-metadata.yaml
usgs_ls8c_level2_2,164,052,2014,04,28,usgs_ls8c_level2_2-0-20190912_164052_2014-04-28.odc-metadata.yaml
